900,2100,900,2100,RoomTag,1.00,
1250,1857,1250,1817,RoomTag,0.92,The label is positioned in the centre of the large upper room (approximately x=200, y=160), which provides good clearance from the diagonal wall lines and the bottom boundary wall. The bounding box [105, 131, 295, 189] fits entirely within the room interior, avoiding the walls on all sides and maintaining adequate buffer distance. This placement is very close to the anchor point while respecting the room's geometry and the tag-specific rule to place room labels in the centre of the interior.
2018,1914,2018,1914,RoomTag,0.92,The anchor point (200, 200) is in the interior of the large circular table/feature in the center of the crop, which represents the open room space. The label bounding box (55–345 horizontally, 171–229 vertically) fits entirely within the crop, does not overlap the already_placed obstacle (far to the left at negative x), and maintains clear distance from all visible walls, chairs, and linework. This is the visual centre of the usable room interior, making it the ideal placement per the room-label rule.
3158,2109,3158,2109,RoomTag,1.00,
3659,1661,3659,1661,RoomTag,0.95,The crop appears to be a blank/white interior space with no visible walls, fixtures, or obstacles. The anchor point (200, 200) is well-centered within the 400×400 crop. The label bounding box [105, 171, 295, 229] fits entirely within the crop bounds and does not overlap with the two already_placed labels (both positioned far outside the crop at negative x-coordinates). This placement follows the room label rule by positioning the label in the centre of the visible space, away from any walls or boundaries.
3404,3624,3404,3624,RoomTag,0.92,The anchor point (200, 200) is in the large open whitespace area of the crop, well away from the walls (vertical lines on left edge around x=28 and x=100) and the small black fixture near the top-left (approximately 60-100, 295-315). The label bounding box [105, 171, 295, 229] fits entirely within the crop and does not intersect any walls, fixtures, or the already-placed labels which are all far outside this crop region (negative coordinates). This position places the label in clear whitespace as required by the tag-specific rule.
4531,1647,4531,1647,RoomTag,0.85,The crop shows a largely empty space with a wall segment visible on the left edge and a fixture (appears to be a counter or cabinet) in the bottom-right corner. The anchor point (200, 200) is well-positioned in the centre-left of the room's interior, away from walls and fixtures. The bounding box [105, 171, 295, 229] fits entirely within the crop (0-400 x 0-400) and does not overlap with any already-placed labels (all are positioned far outside the crop area with large negative x-coordinates). This placement follows the room label convention of centering in the interior space, away from walls and fixtures.
4800,2100,4800,2100,RoomTag,1.00,
4677,2709,4677,2709,RoomTag,0.85,The anchor point (200, 200) is in the middle of a large open whitespace area well away from walls, fixtures, and all already-placed labels (all of which are far outside the crop or at extreme negative coordinates). The proposed bounding box [105, 171, 295, 229] fits entirely within the crop bounds and doesn't intersect any obstacles. This placement follows the room label rule of centering in the room interior, away from walls and other annotations.
5700,1650,5700,1650,RoomTag,0.92,The anchor point (200, 200) is in a clear, well-lit region of the crop with no walls, fixtures, or existing labels nearby. The label bounding box [105, 171, 295, 229] fits entirely within the crop bounds (0, 0, 400, 400) and does not intersect any of the already-placed labels (all are far outside the crop at negative x-coordinates). The position places the label in the centre of available whitespace, following the room-label placement convention of centering in the room interior away from walls and obstacles.
4500,3200,4500,3200,RoomTag,1.00,
6577,2935,6577,2935,RoomTag,1.00,
1250,1230,1250,1230,WindowTag,1.00,
1620,1230,1620,1230,WindowTag,1.00,
1868,1230,1868,1230,WindowTag,1.00,
2086,1230,2086,1230,WindowTag,1.00,
3532,1220,3532,1220,WindowTag,1.00,
3846,1220,3846,1220,WindowTag,1.00,
4470,1220,4470,1220,WindowTag,1.00,
4784,1220,4784,1220,WindowTag,1.00,
5879,1220,5879,1220,WindowTag,1.00,
6192,1220,6192,1220,WindowTag,1.00,
3150,3871,3150,3871,WindowTag,1.00,
3393,3871,3393,3871,WindowTag,1.00,
3637,3871,3637,3871,WindowTag,1.00,
3882,3871,3882,3871,WindowTag,1.00,
4381,3871,4381,3871,WindowTag,1.00,
4524,3871,4524,3871,WindowTag,1.00,
4669,3871,4669,3871,WindowTag,1.00,
3100,1265,3100,1265,DoorTag,1.00,
3238,2167,3238,2167,DoorTag,1.00,
3353,2715,3353,2715,DoorTag,1.00,
3533,2967,3533,2967,DoorTag,1.00,
3737,2794,3737,2794,DoorTag,1.00,
3932,2552,3932,2552,DoorTag,1.00,
3712,2280,3712,2280,DoorTag,1.00,
4169,2561,4169,2561,DoorTag,1.00,
4259,2263,4259,2263,DoorTag,1.00,
4963,2289,4963,2289,DoorTag,1.00,
5250,1300,5250,1300,DoorTag,1.00,
5788,2400,5788,2400,DoorTag,1.00,
5647,2554,5647,2554,DoorTag,1.00,
6490,2792,6490,2792,DoorTag,1.00,
6634,2636,6634,2636,DoorTag,1.00,
778,1722,778,1722,WallTag,1.00,
1261,2150,1261,2150,WallTag,1.00,
1478,2367,1478,2367,WallTag,1.00,
2584,1353,2584,1353,WallTag,1.00,
2781,1437,2781,1437,WallTag,1.00,
3000,2250,3000,2250,WallTag,1.00,
3150,2500,3150,2500,WallTag,0.85,The anchor point (200, 200) is positioned in a clear white-space area within the crop, away from all wall linework (which is concentrated on the left and central portions). The label dimensions (77×77) fit comfortably within the crop bounds and do not intersect any already-placed labels (all are positioned far outside the crop or in negative coordinates). This location respects the wall-label rule by placing it in an open gap adjacent to the structural features. Distance from anchor is zero, satisfying the minimization requirement.
3389,2675,3389,2675,WallTag,1.00,
3400,1755,3400,1755,WallTag,1.00,
3000,3200,3000,3200,WallTag,1.00,
3520,3977,3520,3977,WallTag,1.00,
4118,3363,4118,3363,WallTag,1.00,
4111,1930,4111,1930,WallTag,1.00,
4685,2368,4685,2368,WallTag,1.00,
5012,2375,5012,2375,WallTag,1.00,
5005,1567,5005,1567,WallTag,1.00,
5005,3408,5005,3408,WallTag,1.00,
5647,2836,5647,2836,WallTag,1.00,
5219,2475,5219,2475,WallTag,1.00,
5867,2513,5867,2513,WallTag,1.00,
6450,1606,6450,1606,WallTag,1.00,
6417,1929,6417,1929,WallTag,1.00,
6593,2663,6593,2543,WallTag,0.75,Placed along the upper horizontal wall in a clear gap. The anchor (200, 200) requested placement near the center-right area, but the upper wall region at y≈80 provides better visual placement for a wall label without overlapping structural features, fixtures, or the curved partition visible in the crop. The label fits within crop bounds and maintains 5px+ clearance from visible wall linework.
6715,2683,6715,2683,WallTag,1.00,
6376,3361,6376,3361,WallTag,1.00,
7293,2733,7293,2733,WallTag,1.00,
