900,2100,900,2099,RoomTag,0.85,Open area within room near anchor
1250,1857,1249,1856,RoomTag,0.85,Centred in room space at anchor
2018,1914,2017,1913,RoomTag,0.85,Open whitespace at anchor location
3158,2109,3157,2109,RoomTag,0.80,Placed at anchor in open corridor area
3659,1661,3658,1660,RoomTag,0.80,Placed at anchor in kitchen area whitespace
3404,3624,3404,3624,RoomTag,0.85,Open area in lower room
4531,1647,4531,1646,RoomTag,0.80,Open kitchen area at anchor
4800,2100,4800,2171,RoomTag,0.70,Shifted slightly down to avoid central elevator/fixture cluster
4677,2709,4677,2708,RoomTag,0.75,Placed at anchor in available whitespace
5700,1650,5699,1650,RoomTag,0.85,Open kitchen area at anchor
4500,3200,4500,3199,RoomTag,0.85,Open room interior at anchor
6577,2935,6576,2934,RoomTag,0.90,Centred in large open room
1250,1230,1248,1228,WindowTag,0.90,Placed at anchor just inside room adjacent to window
1620,1230,1618,1228,WindowTag,0.90,Placed at anchor just inside room adjacent to window
1868,1230,1866,1228,WindowTag,0.90,Placed at anchor just inside room adjacent to window
2086,1230,2084,1228,WindowTag,0.90,Placed at anchor just inside room adjacent to window
3532,1220,3531,1218,WindowTag,0.90,Placed at anchor inside room
3846,1220,3845,1218,WindowTag,0.90,Placed at anchor inside room
4470,1220,4469,1218,WindowTag,0.90,Placed at anchor inside room
4784,1220,4782,1218,WindowTag,0.90,Placed at anchor inside room
5879,1220,5878,1218,WindowTag,0.90,Placed at anchor inside room
6192,1220,6190,1218,WindowTag,0.90,Placed at anchor inside room
3150,3871,3149,3783,WindowTag,0.85,Moved slightly up to stay inside room above window line
3393,3871,3392,3783,WindowTag,0.85,Moved slightly up to stay inside room above window line
3637,3871,3635,3783,WindowTag,0.85,Moved slightly up to stay inside room above window line
3882,3871,3881,3783,WindowTag,0.85,Moved slightly up to stay inside room above window line
4381,3871,4279,3783,WindowTag,0.80,Shifted left and up to avoid crowding with other window tags and stay inside
4524,3871,4522,3783,WindowTag,0.80,Centered between neighbors, moved up inside room
4669,3871,4765,3783,WindowTag,0.80,Shifted right and up to avoid crowding with other window tags
3100,1265,3099,1264,DoorTag,0.85,Placed near door in open space
3238,2167,3238,2166,DoorTag,0.85,Placed near door in open space
3353,2715,3353,2714,DoorTag,0.85,Placed near door in open space
3533,2967,3534,2966,DoorTag,0.85,Placed near door
3737,2794,3737,2794,DoorTag,0.85,Placed near door
3932,2552,3932,2552,DoorTag,0.85,Placed near door
3712,2280,3712,2279,DoorTag,0.85,Placed near door
4169,2561,4169,2560,DoorTag,0.85,Placed near door
4259,2263,4259,2263,DoorTag,0.85,Placed near door
4963,2289,4963,2289,DoorTag,0.85,Placed near door
5250,1300,5251,1299,DoorTag,0.85,Placed near door
5788,2400,5788,2399,DoorTag,0.85,Placed near door
5647,2554,5647,2553,DoorTag,0.85,Placed near door
6490,2792,6490,2791,DoorTag,0.85,Placed near door
6634,2636,6634,2635,DoorTag,0.85,Placed near door
778,1722,777,1721,WallTag,0.90,Open area near wall anchor
1261,2150,1259,2149,WallTag,0.85,Clear space below room tag
1478,2367,1476,2366,WallTag,0.85,Open floor area
2584,1353,2583,1351,WallTag,0.85,Open space at anchor
2781,1437,2779,1436,WallTag,0.85,Open space at anchor
3000,2250,2999,2248,WallTag,0.85,Open corridor area
3150,2500,3149,2499,WallTag,0.85,Open area
3389,2675,3387,2674,WallTag,0.80,Near door, gap available
3400,1755,3398,1753,WallTag,0.85,Clear space
3000,3200,2999,3198,WallTag,0.85,Clear space
3520,3977,3518,3975,WallTag,0.85,Below windows, clear
4118,3363,4116,3361,WallTag,0.85,Open floor
4111,1930,4109,1928,WallTag,0.85,Clear space
4685,2368,4683,2366,WallTag,0.80,Clear space near wall
5012,2375,5085,2373,WallTag,0.75,Shifted slightly right to avoid overlap with id 57
5005,1567,5003,1566,WallTag,0.85,Clear space
5005,3408,5003,3407,WallTag,0.85,Open floor
5647,2836,5532,2835,WallTag,0.75,Shifted to avoid door tag
5219,2475,5218,2474,WallTag,0.85,Clear space
5867,2513,5865,2511,WallTag,0.85,Clear space
6450,1606,6448,1604,WallTag,0.85,Clear space
6417,1929,6415,1928,WallTag,0.85,Clear space
6593,2663,6591,2555,WallTag,0.70,Shifted up to avoid door tag at 5347,2124
6715,2683,6797,2703,WallTag,0.70,Shifted right to avoid id 66 and door tags
6376,3361,6374,3360,WallTag,0.85,Clear space
7293,2733,7292,2732,WallTag,0.85,Clear space
