900,2100,900,2099,RoomTag,0.85,Placed at anchor in open corridor area below dining tables.
1250,1857,1249,1856,RoomTag,0.80,Placed at anchor in open area between dining tables.
2018,1914,2017,1913,RoomTag,0.80,Placed at anchor in open dining area.
3158,2109,3157,2109,RoomTag,0.80,Placed at anchor in open area near stairs.
3659,1661,3658,1660,RoomTag,0.85,Placed at anchor in kitchen area.
3404,3624,3404,3624,RoomTag,0.85,Placed at anchor in lower unit kitchen/living area.
4531,1647,4531,1646,RoomTag,0.85,Placed at anchor in unit area.
4800,2100,4800,2099,RoomTag,0.80,Placed at anchor in open room.
4677,2709,4677,2708,RoomTag,0.80,Placed at anchor in open lower room area.
5700,1650,5699,1650,RoomTag,0.85,Placed at anchor in unit interior.
4500,3200,4500,3199,RoomTag,0.80,Placed at anchor in lower living area.
6577,2935,6576,2934,RoomTag,0.85,Placed at anchor in large lower room interior.
1250,1230,1248,1302,WindowTag,0.85,Just inside room below window opening
1620,1230,1618,1302,WindowTag,0.85,Just inside room below window opening
1868,1230,1866,1302,WindowTag,0.85,Just inside room below window opening
2086,1230,2084,1302,WindowTag,0.85,Just inside room below window opening
3532,1220,3531,1295,WindowTag,0.85,Just inside room below window opening
3846,1220,3845,1295,WindowTag,0.85,Just inside room below window opening
4470,1220,4469,1295,WindowTag,0.85,Just inside room below window opening
4784,1220,4782,1295,WindowTag,0.85,Just inside room below window opening
5879,1220,5878,1295,WindowTag,0.85,Just inside room below window opening
6192,1220,6190,1295,WindowTag,0.85,Just inside room below window opening
3150,3871,3149,3795,WindowTag,0.85,Just inside room above window opening
3393,3871,3392,3795,WindowTag,0.85,Just inside room above window opening
3637,3871,3635,3795,WindowTag,0.85,Just inside room above window opening
3882,3871,3881,3795,WindowTag,0.85,Just inside room above window opening
4381,3871,4379,3795,WindowTag,0.80,Just inside room above window opening
4524,3871,4522,3795,WindowTag,0.80,Just inside room above window opening
4669,3871,4667,3795,WindowTag,0.80,Just inside room above window opening
3100,1265,3099,1264,DoorTag,0.80,Open space beside door
3238,2167,3238,2166,DoorTag,0.80,Beside door in open space
3353,2715,3353,2714,DoorTag,0.75,Beside door
3533,2967,3534,2966,DoorTag,0.75,Beside door
3737,2794,3737,2794,DoorTag,0.75,Beside door
3932,2552,3932,2552,DoorTag,0.75,Beside door
3712,2280,3712,2279,DoorTag,0.75,Beside door
4169,2561,4169,2560,DoorTag,0.75,Beside door
4259,2263,4259,2263,DoorTag,0.75,Beside door
4963,2289,4963,2289,DoorTag,0.75,Beside door
5250,1300,5251,1299,DoorTag,0.75,Beside door
5788,2400,5788,2399,DoorTag,0.75,Beside door
5647,2554,5647,2553,DoorTag,0.75,Beside door
6490,2792,6490,2791,DoorTag,0.75,Beside door
6634,2636,6634,2635,DoorTag,0.75,Beside door
778,1722,777,1721,WallTag,0.90,Open area near anchor
1261,2150,1259,2149,WallTag,0.90,Open area near anchor
1478,2367,1476,2366,WallTag,0.90,Open whitespace below room
2584,1353,2583,1351,WallTag,0.85,Open area at anchor
2781,1437,2779,1436,WallTag,0.85,Open area at anchor
3000,2250,2999,2248,WallTag,0.85,Clear pocket
3150,2500,3149,2499,WallTag,0.85,Open area
3389,2675,3387,2674,WallTag,0.80,Adjacent to door tag, fits
3400,1755,3398,1753,WallTag,0.85,Open area
3000,3200,2999,3198,WallTag,0.90,Open area
3520,3977,3518,3975,WallTag,0.90,Below room
4118,3363,4116,3361,WallTag,0.90,Open area
4111,1930,4109,1928,WallTag,0.90,Open area
4685,2368,4683,2366,WallTag,0.85,Open area
5012,2375,5060,2381,WallTag,0.80,Shifted slightly to avoid door tag
5005,1567,5003,1566,WallTag,0.90,Open area
5005,3408,5003,3407,WallTag,0.90,Open area
5647,2836,5646,2835,WallTag,0.85,Open area
5219,2475,5218,2474,WallTag,0.90,Open area
5867,2513,5865,2511,WallTag,0.85,Open area
6450,1606,6448,1604,WallTag,0.90,Open area
6417,1929,6415,1928,WallTag,0.90,Open area
6593,2663,6537,2579,WallTag,0.70,Shifted to avoid door tag and room tag
6715,2683,6747,2567,WallTag,0.70,Shifted to avoid door tag
6376,3361,6374,3360,WallTag,0.90,Open area
7293,2733,7292,2732,WallTag,0.90,Open area
