900,2100,900,2099,RoomTag,0.85,Placed at anchor in open area of room
1250,1857,1249,1856,RoomTag,0.85,Placed at anchor in open whitespace
2018,1914,2017,1913,RoomTag,0.85,Placed at anchor in open whitespace
3158,2109,3157,2171,RoomTag,0.75,Shifted slightly down from anchor to avoid fixtures
3659,1661,3658,1660,RoomTag,0.80,Placed at anchor in room interior
3404,3624,3404,3624,RoomTag,0.85,Placed at anchor in open central room area
4531,1647,4531,1646,RoomTag,0.80,Placed at anchor in room interior
4800,2100,4800,2099,RoomTag,0.80,Placed at anchor within room
4677,2709,4677,2708,RoomTag,0.80,Placed at anchor in corridor/open area
5700,1650,5699,1650,RoomTag,0.85,Placed at anchor in open room area
4500,3200,4500,3199,RoomTag,0.85,Placed at anchor in open room area
6577,2935,6576,2934,RoomTag,0.90,Placed at anchor in the large open room
1250,1230,1248,1228,WindowTag,0.90,Placed at anchor just inside room, clear space
1620,1230,1618,1228,WindowTag,0.90,Placed at anchor just inside room
1868,1230,1866,1228,WindowTag,0.90,Placed at anchor just inside room
2086,1230,2084,1228,WindowTag,0.90,Placed at anchor just inside room
3532,1220,3531,1218,WindowTag,0.90,Placed at anchor just inside room
3846,1220,3845,1218,WindowTag,0.90,Placed at anchor just inside room
4470,1220,4469,1218,WindowTag,0.90,Placed at anchor just inside room
4784,1220,4782,1218,WindowTag,0.90,Placed at anchor just inside room
5879,1220,5878,1218,WindowTag,0.90,Placed at anchor just inside room
6192,1220,6190,1218,WindowTag,0.90,Placed at anchor just inside room
3150,3871,3149,3869,WindowTag,0.90,Placed at anchor inside south room
3393,3871,3392,3869,WindowTag,0.90,Placed at anchor inside south room
3637,3871,3635,3869,WindowTag,0.90,Placed at anchor inside south room
3882,3871,3881,3869,WindowTag,0.90,Placed at anchor inside south room
4381,3871,4291,3869,WindowTag,0.75,Nudged left to avoid collision with neighboring window tags
4524,3871,4522,3869,WindowTag,0.80,Placed at anchor
4669,3871,4753,3869,WindowTag,0.75,Nudged right to avoid collision with neighbor
3100,1265,3099,1264,DoorTag,0.85,Placed at anchor beside door
3238,2167,3238,2166,DoorTag,0.80,Placed at anchor in clear space
3353,2715,3353,2714,DoorTag,0.80,Placed at anchor
3533,2967,3534,2966,DoorTag,0.80,Placed at anchor
3737,2794,3737,2794,DoorTag,0.80,Placed at anchor
3932,2552,3932,2552,DoorTag,0.80,Placed at anchor
3712,2280,3712,2279,DoorTag,0.80,Placed at anchor
4169,2561,4169,2560,DoorTag,0.80,Placed at anchor
4259,2263,4259,2263,DoorTag,0.80,Placed at anchor
4963,2289,4963,2289,DoorTag,0.80,Placed at anchor
5250,1300,5251,1299,DoorTag,0.80,Placed at anchor
5788,2400,5788,2399,DoorTag,0.80,Placed at anchor
5647,2554,5647,2553,DoorTag,0.80,Placed at anchor
6490,2792,6490,2791,DoorTag,0.80,Placed at anchor
6634,2636,6634,2635,DoorTag,0.80,Placed at anchor
778,1722,777,1721,WallTag,0.90,Open area outside west wall
1261,2150,1259,2207,WallTag,0.85,Shifted below RoomTag to clear overlap
1478,2367,1476,2366,WallTag,0.90,Open floor area
2584,1353,2583,1351,WallTag,0.90,Clear area near anchor
2781,1437,2779,1436,WallTag,0.90,Clear area near anchor
3000,2250,2999,2248,WallTag,0.90,Clear area
3150,2500,3149,2499,WallTag,0.90,Clear area
3389,2675,3387,2629,WallTag,0.80,Shifted up slightly to avoid door tag
3400,1755,3398,1753,WallTag,0.90,Clear area
3000,3200,2999,3198,WallTag,0.90,Clear area
3520,3977,3518,3975,WallTag,0.90,Below building, clear
4118,3363,4116,3361,WallTag,0.90,Clear area
4111,1930,4109,1928,WallTag,0.90,Clear area
4685,2368,4683,2366,WallTag,0.90,Clear area
5012,2375,5054,2373,WallTag,0.85,Shifted right to clear door tag
5005,1567,5003,1566,WallTag,0.90,Clear area
5005,3408,5003,3407,WallTag,0.90,Clear area
5647,2836,5646,2835,WallTag,0.90,Clear area
5219,2475,5218,2474,WallTag,0.90,Clear area
5867,2513,5865,2511,WallTag,0.90,Clear area
6450,1606,6448,1604,WallTag,0.90,Clear area
6417,1929,6415,1928,WallTag,0.90,Clear area
6593,2663,6591,2579,WallTag,0.80,Shifted up to avoid door/room tags
6715,2683,6797,2681,WallTag,0.80,Shifted right to avoid door tag
6376,3361,6374,3360,WallTag,0.90,Clear area
7293,2733,7292,2732,WallTag,0.90,Clear area
