ElementId,Category,FamilyAndType,Mark,LocationType,Model_X_ft,Model_Y_ft,Model_Z_ft,Tag_U_ft,Tag_V_ft,ViewLocal_U_ft,ViewLocal_V_ft,BBox_Min_X,BBox_Min_Y,BBox_Max_X,BBox_Max_Y
2351694,Elevations,Elevation 4,,BBoxCenter,-30.8760,62.8284,0.0000,-30.8760,62.8284,-30.8760,62.8284,-34.0000,59.8284,-27.7519,65.8284
2351695,Views,Existing North,,BBoxCenter,-30.0000,62.4142,0.0000,-30.0000,62.4142,-30.0000,62.4142,-32.8284,61.0000,-27.1716,63.8284
2351705,Elevations,Elevation 2,,BBoxCenter,-30.8835,-48.8284,0.0000,-30.8835,-48.8284,-30.8835,-48.8284,-34.0000,-51.8284,-27.7669,-45.8284
2351706,Views,Existing South,,BBoxCenter,-30.0000,-46.4142,0.0000,-30.0000,-46.4142,-30.0000,-46.4142,-32.8284,-47.8284,-27.1716,-45.0000
2356457,Views,Typical Stair - Railing Transition,,BBoxCenter,-44.5204,26.7449,9.5000,-44.5204,26.7449,-44.5204,26.7449,-52.5319,24.0811,-36.5089,29.4087
2403932,RVT Links,Snowdon Towers Sample Facades.rvt : 16 : location <Not Shared>,16,BBoxCenter,11.5201,-0.1175,14.1182,11.5201,-0.1175,11.5201,-0.1175,-49.8854,-31.8850,72.9256,31.6500
2405095,Grids,NE Corner,,BBoxCenter,62.7546,44.0625,12.0833,62.7546,44.0625,62.7546,44.0625,62.7546,43.5658,62.7546,44.5592
2409046,RVT Links,Snowdon Towers Sample Structural.rvt : 18 : location <Not Shared>,18,BBoxCenter,-19.9707,6.6633,23.6042,-19.9707,6.6633,-19.9707,6.6633,-111.2917,-31.5417,71.3502,44.8683
2409052,RVT Links,Snowdon Towers Sample Plumbing.rvt : 20 : location <Not Shared>,20,BBoxCenter,4.9529,16.2135,11.1952,4.9529,16.2135,4.9529,16.2135,-41.8490,-10.6562,51.7547,43.0833
2409055,RVT Links,Snowdon Towers Sample HVAC.rvt : 21 : location <Not Shared>,21,BBoxCenter,-18.4948,12.0377,9.0722,-18.4948,12.0377,-18.4948,12.0377,-82.7396,-14.3586,45.7500,38.4340
2448205,Cameras,{3D},,BBoxCenter,427.9808,40.5507,36.0272,427.9808,40.5507,427.9808,40.5507,37.9723,-99.5830,817.9894,180.6845
2448217,RVT Links,Snowdon Towers Sample Site.rvt : 22 : location <Not Shared>,22,BBoxCenter,39.8673,13.3494,39.0761,39.8673,13.3494,39.8673,13.3494,-143.1250,-32.6750,222.8595,59.3738
2451065,Wall Sweeps,Base_Simple,,BBoxCenter,-15.7891,17.6745,8.2604,-15.7891,17.6745,-15.7891,17.6745,-16.1094,13.7500,-15.4687,21.5990
2451106,Wall Sweeps,Base_Simple,,BBoxCenter,-15.1432,20.4089,8.2604,-15.1432,20.4089,-15.1432,20.4089,-15.4687,19.2187,-14.8177,21.5990
2451135,Wall Sweeps,Base_Simple,,BBoxCenter,-15.0547,11.5052,8.2604,-15.0547,11.5052,-15.0547,11.5052,-16.1094,9.2604,-14.0000,13.7500
2452350,Wall Sweeps,Base_Simple,,BBoxCenter,-42.8750,-11.7005,8.2604,-42.8750,-11.7005,-42.8750,-11.7005,-44.3073,-12.1406,-41.4427,-11.2604
2452629,Wall Sweeps,Base_Simple,,BBoxCenter,-36.6536,-11.0807,8.2604,-36.6536,-11.0807,-36.6536,-11.0807,-41.4896,-11.3073,-31.8177,-10.8542
2455147,Walls,"Interior - 4 7/8"" Partition (NR)",,CurveMidpt,-32.2344,-5.5156,8.0833,-32.2344,-5.5156,-32.2344,-5.5156,-32.4375,-8.9687,-32.0313,-1.7604
2455148,Wall Sweeps,Base_Simple,,BBoxCenter,-27.3203,-1.9870,8.2604,-27.3203,-1.9870,-27.3203,-1.9870,-28.4271,-2.2135,-26.2135,-1.7604
2455149,Wall Sweeps,Base_Simple,,BBoxCenter,-30.5313,-10.0625,8.2604,-30.5313,-10.0625,-30.5313,-10.0625,-32.0313,-10.8542,-29.0313,-9.2708
2456083,Wall Sweeps,Base_Simple,,BBoxCenter,-27.6458,-11.7005,8.2604,-27.6458,-11.7005,-27.6458,-11.7005,-29.0781,-12.1406,-26.2135,-11.2604
2465819,Supports,"2'-8"" Picket",,Point,45.4479,-2.7708,8.7370,45.4479,-2.7708,45.4479,-2.7708,45.4271,-2.7917,45.4687,-2.7500
2465995,Supports,"2'-8"" Picket",,Point,-44.0729,24.7917,8.7370,-44.0729,24.7917,-44.0729,24.7917,-44.0938,24.7708,-44.0521,24.8125
2494049,<Space Separation>,Model Lines,,CurveMidpt,-69.7552,19.1146,8.0833,-69.7552,19.1146,-69.7552,19.1146,-90.4792,19.1146,-49.0312,19.1146
2637313,RVT Links,Snowdon Towers Sample Electrical.rvt : 23 : location <Not Shared>,23,BBoxCenter,-30.3385,7.9427,3.4583,-30.3385,7.9427,-30.3385,7.9427,-111.5000,-28.3125,50.8229,44.1979
2661721,Room Tags,Room Tag,,Point,14.7772,-5.6307,0.0000,14.7772,-5.6307,14.7772,-5.6307,9.9189,-7.1307,19.6373,-3.6235
2661722,Room Tags,Room Tag,,Point,-99.9219,-17.3161,0.0000,-99.9219,-17.3161,-99.9219,-17.3161,-103.0542,-18.8161,-96.7878,-15.3089
2661723,Room Tags,Room Tag,,Point,54.3548,18.5473,0.0000,54.3548,18.5473,54.3548,18.5473,49.4965,17.0473,59.2149,20.5544
2661724,Room Tags,Room Tag,,Point,29.2956,30.0407,0.0000,29.2956,30.0407,29.2956,30.0407,25.3544,28.5407,33.2385,32.0479
2661725,Room Tags,Room Tag,,Point,-8.3333,-7.8053,0.0000,-8.3333,-7.8053,-8.3333,-7.8053,-12.9989,-9.3053,-3.6660,-5.7981
2661726,Room Tags,Room Tag,,Point,-77.8641,30.2344,0.0000,-77.8641,30.2344,-77.8641,30.2344,-82.4629,28.7344,-73.2610,32.2416
2661727,Room Tags,Room Tag,,Point,-34.8854,-11.2834,0.0000,-34.8854,-11.2834,-34.8854,-11.2834,-38.8266,-12.7834,-30.9425,-9.2762
2661728,Room Tags,Room Tag,,Point,-78.3877,0.3646,0.0000,-78.3877,0.3646,-78.3877,0.3646,-84.6873,-1.1354,-72.0863,2.3718
2661729,Room Tags,Room Tag,,Point,-77.7246,16.4588,0.0000,-77.7246,16.4588,-77.7246,16.4588,-80.2246,14.9588,-75.2246,18.4660
2661730,Room Tags,Room Tag,,Point,-1.3158,6.5286,0.0000,-1.3158,6.5286,-1.3158,6.5286,-3.8158,5.0286,1.1842,8.5358
2661731,Room Tags,Room Tag,,Point,-29.9271,32.0680,0.0000,-29.9271,32.0680,-29.9271,32.0680,-32.8515,30.5680,-27.0008,34.0752
2661732,Room Tags,Room Tag,,Point,-10.1188,34.6022,0.0000,-10.1188,34.6022,-10.1188,34.6022,-15.8439,33.1022,-4.3945,36.6094
2661733,Room Tags,Room Tag,,Point,-44.5625,38.0697,0.0000,-44.5625,38.0697,-44.5625,38.0697,-47.0625,36.5697,-42.0625,40.0769
2661734,Room Tags,Room Tag,,Point,-104.8125,30.0404,0.0000,-104.8125,30.0404,-104.8125,30.0404,-107.3125,28.5404,-102.3125,32.0476
2661735,Room Tags,Room Tag,,Point,45.9375,-11.8984,0.0000,45.9375,-11.8984,45.9375,-11.8984,43.4375,-13.3984,48.4375,-9.8912
2661736,Room Tags,Room Tag,,Point,-1.4740,23.4167,0.0000,-1.4740,23.4167,-1.4740,23.4167,-3.9740,21.9167,1.0260,25.4239
2661737,Room Tags,Room Tag,,Point,-95.8490,29.7500,0.0000,-95.8490,29.7500,-95.8490,29.7500,-98.3490,28.2500,-93.3490,31.7572
