ElementId,Category,FamilyAndType,Mark,LocationType,FacingAngle_deg,Model_X_ft,Model_Y_ft,Model_Z_ft,Tag_U_ft,Tag_V_ft,ViewLocal_U_ft,ViewLocal_V_ft,BBox_Min_X,BBox_Min_Y,BBox_Max_X,BBox_Max_Y
607581,Cameras,Camera fr Above (Realistic) wo Point Cloud,,BBoxCenter,,-6.9153,-23.1752,56.2019,-6.9153,-23.1752,-6.9153,-23.1752,-141.4755,-151.2601,127.6448,104.9097
619404,Walls,"Core - Concrete 12""",,CurveMidpt,,-105.5625,43.2500,-5.9167,-105.5625,43.2500,-105.5625,43.2500,-111.5000,42.7500,-99.6250,43.7500
619550,Walls,"Exterior - 12 5/8"" Rainscreen w Insultation on Metal Stud (Alley)",,CurveMidpt,,67.4207,3.2773,0.0000,67.4207,3.2773,67.4207,3.2773,63.1901,-24.9650,71.6514,31.5195
621689,Multistory Stairs,Multistory Stairs,,BBoxCenter,,-104.8125,33.6979,32.4167,-104.8125,33.6979,-104.8125,33.6979,-109.5000,25.1875,-100.1250,42.2083
621690,Stairs,Stair,,BBoxCenter,,-104.8125,33.6979,32.1667,-104.8125,33.6979,-104.8125,33.6979,-109.0000,25.6875,-100.6250,41.7083
621691,Runs,"1/4"" Tread 1"" Nosing 1/4"" Riser",,BBoxCenter,,-107.1458,31.2413,25.5000,-107.1458,31.2413,-107.1458,31.2413,-108.9792,25.6875,-105.3125,36.7950
621693,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,,-108.9896,31.3060,25.5000,-108.9896,31.3060,-108.9896,31.3060,-109.0000,25.6875,-108.9792,36.9245
621694,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,,-105.3021,31.3060,25.5000,-105.3021,31.3060,-105.3021,31.3060,-105.3125,25.6875,-105.2917,36.9245
621695,Runs,"1/4"" Tread 1"" Nosing 1/4"" Riser",,BBoxCenter,,-102.4792,30.2171,25.5000,-102.4792,30.2171,-102.4792,30.2171,-104.3125,25.5800,-100.6458,34.8542
621697,Landings,Non-Monolithic Landing,,BBoxCenter,,-104.8125,38.2171,25.5000,-104.8125,38.2171,-104.8125,38.2171,-108.9792,34.7466,-100.6458,41.6875
621699,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,,-100.6354,30.7504,25.6274,-100.6354,30.7504,-100.6354,30.7504,-100.6458,25.6875,-100.6250,35.8132
621700,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,,-104.3229,30.7504,25.6274,-104.3229,30.7504,-104.3229,30.7504,-104.3333,25.6875,-104.3125,35.8132
621701,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,,-100.6354,38.2813,25.5000,-100.6354,38.2813,-100.6354,38.2813,-100.6458,34.8542,-100.6250,41.7083
621702,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,,-104.8125,41.6979,25.5000,-104.8125,41.6979,-104.8125,41.6979,-109.0000,41.6875,-100.6250,41.7083
621703,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,,-108.9896,39.1767,25.5000,-108.9896,39.1767,-108.9896,39.1767,-109.0000,36.6451,-108.9792,41.7083
621704,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,,-105.3021,37.1663,25.5000,-105.3021,37.1663,-105.3021,37.1663,-105.3125,36.6451,-105.2917,37.6875
621707,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,,-104.8125,37.6771,25.5000,-104.8125,37.6771,-104.8125,37.6771,-105.3125,37.6667,-104.3125,37.6875
621708,Supports,"_Stringer - 1/4"" Plate",,BBoxCenter,,-104.3229,36.2708,25.5000,-104.3229,36.2708,-104.3229,36.2708,-104.3333,34.8542,-104.3125,37.6875
621709,Railings,_IBC-Pipe-Plate Stringer (Extension None),,BBoxCenter,,-104.8125,31.2135,34.4935,-104.8125,31.2135,-104.8125,31.2135,-105.5521,24.5000,-104.0729,37.9271
621713,Railings,Pipe-Wall Mount,,BBoxCenter,,-108.9896,30.7292,35.3958,-108.9896,30.7292,-108.9896,30.7292,-109.7256,23.5208,-108.2535,37.9375
621727,Top Rails,"_IBC-Circular - 1 1/2"" (Extension None)",,BBoxCenter,,-104.8125,31.1302,32.3699,-104.8125,31.1302,-104.8125,31.1302,-105.3646,24.5208,-104.2604,37.7396
621748,Handrails,"_IBC-Bottom Rail Circular - 1 1/2""",,BBoxCenter,,-104.8125,31.1198,29.8152,-104.8125,31.1198,-104.8125,31.1198,-105.3646,24.5000,-104.2604,37.7396
621767,Handrails,"_IBC-Handrail Circular - 1 1/2"" (Extension None)",,BBoxCenter,,-104.8125,31.2240,31.8699,-104.8125,31.2240,-104.8125,31.2240,-105.5521,24.5208,-104.0729,37.9271
