TagId,New_U_ft,New_V_ft
2661736,43.8615,3.5000
2661737,-34.3750,-1.0000
2661738,25.5677,12.5000
2661739,-29.1563,3.5000
2661740,21.7500,8.0000
2661741,-28.0000,16.3229
2661742,-23.8438,8.0000
2661743,-13.7865,16.6979
2661744,47.8281,6.8125
2661745,-42.5104,18.0000
2661746,3.0000,16.0104
2661747,-46.0625,42.5000
2661748,-17.8229,8.0000
2661749,22.2188,23.5000
2661750,-39.5000,4.6875
2661751,-30.5313,-10.0000
2661752,61.1264,-25.5000
2661753,11.0417,43.5000
2661754,-34.7604,44.5000
2661755,-26.4271,44.5000
2661756,-9.7604,44.5000
2661757,36.0729,44.5000
2661758,-1.4271,44.5000
2661759,27.7396,44.5000
2661760,-79.0833,44.5000
2661761,-85.7083,44.5000
2661762,-95.7500,44.5000
2661763,-73.2917,44.5000
2661764,-25.4479,-30.5000
2661765,-31.9479,-30.5000
2661766,-38.4479,-30.5000
2661767,-44.9479,-30.5000
2661768,-8.3333,-30.5000
2661769,-12.1667,-30.5000
2661770,-4.5000,-30.5000
2661974,-113.0000,9.2701
2661975,73.0000,3.2773
2661976,-107.5000,31.2292
2661977,-98.0000,30.4661
2661978,49.0000,-11.8750
2661979,-18.5000,25.6146
2661980,-48.0000,-8.4583
2661981,-113.5000,31.2292
2661982,-74.9375,40.5000
2661983,-80.2865,26.5000
2661984,42.7500,25.6146
2661985,-22.4062,7.5000
2661986,21.6068,4.0000
2661987,-34.7005,4.0000
2661988,-18.5000,-12.5234
2661989,3.5833,-12.0000
2661990,27.4844,7.5000
2661991,-38.0000,30.7083
2661992,-35.2500,-30.0000
2661993,22.9471,-32.0000
2661994,42.7500,-11.8750
2661995,-47.0000,27.3542
2661996,-52.0000,24.8411
2661997,-47.0000,30.3464
2661998,38.0000,-12.6198
2661999,53.0000,-11.9870
2662000,-37.5000,30.3359
2662001,-34.9141,-26.5000
2662002,-8.3333,-30.0000
2662003,-8.3333,-30.0000
2662004,-8.8333,4.0000
2662005,61.2393,-24.5000
2662006,-70.3646,7.0000
2662007,11.7591,40.5000
2662008,-80.3958,17.5000
2662009,-80.3958,40.0000
2662010,-59.7135,17.5000
