TagId,New_U_ft,New_V_ft
2662434,42.8927,0.9375
2662435,-34.3750,-1.1875
2662436,25.5677,12.3542
2662437,-29.1563,3.3281
2662438,21.7500,8.1719
2662439,-27.9982,16.3229
2662440,-23.8438,8.1719
2662441,-13.7865,16.6979
2662442,47.8073,6.8125
2662443,-39.5417,20.6458
2662444,3.0833,16.0104
2662445,-46.0625,42.5000
2662446,-17.8229,8.1302
2662447,22.2188,23.3073
2662448,-39.5521,4.6875
2662449,-30.5313,-9.8073
2662450,61.1264,-23.9714
2662451,11.0417,43.3073
2662452,-34.7604,44.5876
2662453,-26.4271,44.5876
2662454,-9.7604,44.5876
2662455,36.0729,44.5876
2662456,-1.4271,44.5876
2662457,27.7396,44.5876
2662458,-79.0833,44.5876
2662459,-85.7083,44.5876
2662460,-95.7500,44.5876
2662461,-73.2917,44.5876
2662462,-25.4479,-30.4375
2662463,-31.9479,-30.4375
2662464,-38.4479,-30.4375
2662465,-44.9479,-30.4375
2662466,-8.3333,-30.4167
2662467,-12.1667,-30.4167
2662468,-4.5000,-30.4167
2662469,-109.0146,9.2701
2662470,72.6514,3.2773
2662471,-110.3542,31.2292
2662472,-98.6250,30.4661
2662473,52.1250,-11.8750
2662474,-16.2500,25.6146
2662475,-45.6406,-8.4583
2662476,-109.5000,31.2292
2662477,-74.9375,40.6979
2662478,-80.2865,26.4479
2662479,45.2500,25.6146
2662480,-22.4062,7.7500
2662481,21.6068,3.7500
2662482,-34.7005,3.7500
2662483,-16.2500,-12.5234
2662484,7.5833,-13.7891
2662485,27.4844,7.7500
2662486,-37.8750,30.7083
2662487,-35.2500,-27.1750
2662488,22.9471,-28.8521
2662489,42.7500,-11.8750
2662490,-47.7500,27.3542
2662491,-52.4271,24.8411
2662492,-47.7500,30.3464
2662493,38.6198,-12.6198
2662494,52.6354,-11.9870
2662495,-37.7448,30.3359
2662496,-34.9141,-26.1042
2662497,-8.3333,-30.4167
2662498,-8.3333,-30.4167
2662499,-8.8333,3.9375
2662500,61.2393,-24.7071
2662501,-70.3646,7.4792
2662502,11.7591,40.6979
2662503,-80.3958,17.7083
2662504,-80.3958,40.0013
2662505,-59.7135,17.7083
