TagId,New_U_ft,New_V_ft
2661736,43.8927,3.2083
2661737,-34.3750,-1.1875
2661738,25.5677,12.3542
2661739,-29.1563,3.3281
2661740,21.7500,8.1719
2661741,-27.9982,16.3281
2661742,-23.8438,8.1719
2661743,-13.9740,16.6979
2661744,47.8073,6.8125
2661745,-42.5417,18.7917
2661746,3.0833,16.0417
2661747,-46.0626,42.5000
2661748,-17.8229,8.1302
2661749,22.2188,23.3073
2661750,-39.5521,4.6875
2661751,-30.5313,-9.8073
2661752,61.1264,-24.4714
2661753,11.0729,43.3073
2661754,-34.7604,43.5876
2661755,-26.4271,44.5833
2661756,-9.7604,44.5833
2661757,36.0729,44.5833
2661758,-1.4271,44.5833
2661759,27.7396,44.5833
2661760,-79.0833,44.3542
2661761,-85.7083,44.3542
2661762,-95.7500,44.3542
2661763,-73.2917,44.3542
2661764,-25.4479,-30.4375
2661765,-31.9479,-30.4375
2661766,-38.4479,-30.4375
2661767,-44.9479,-30.4375
2661768,-8.3333,-30.4167
2661769,-12.1667,-30.4167
2661770,-4.5000,-30.4167
2662146,-109.3646,9.2701
