TagId,New_U_ft,New_V_ft
2661925,43.8615,-2.0417
2661926,-37.0417,-3.5417
2661927,28.2344,14.5417
2661928,-31.8229,1.0156
2661929,24.4167,10.4844
2661930,-34.1979,16.3229
2661931,-26.5104,10.4844
2661932,-13.7865,19.3646
2661933,43.6042,6.8125
2661934,-39.8125,20.6458
2661935,7.9896,16.0104
2661936,-46.0625,47.7917
2661937,-20.4896,10.4844
2661938,22.2188,24.5573
2661939,-43.8229,4.6875
2661940,-30.5313,-13.7604
2661941,61.5462,-25.4225
2661942,11.0417,38.1563
2661943,-34.7604,44.6123
2661944,-26.4271,44.6123
2661945,-9.7604,44.6123
2661946,36.0729,44.6123
2661947,-1.4271,44.6123
2661948,27.7396,44.6123
2661949,-79.0833,44.2287
2661950,-85.7083,44.2287
2661951,-95.7500,44.2287
2661952,-73.2917,44.2287
2661953,-25.4479,-29.1562
2661954,-31.9479,-29.1562
2661955,-38.4479,-29.1562
2661956,-44.9479,-29.1562
2661957,-8.3333,-29.3021
2661958,-12.1667,-29.3021
2661959,-4.5000,-29.3021
2661960,-112.8646,9.2701
2661961,72.7514,3.2773
2661962,-110.3542,31.2292
2661963,-98.6250,30.4661
2661964,52.6250,-11.8750
2661965,-21.7396,25.6146
2661966,-51.7500,-8.4583
2661967,-112.5000,31.2292
2661968,-74.9375,43.7500
2661969,-80.2865,26.4479
2661970,42.7396,25.6146
2661971,-22.4062,8.2500
2661972,21.6068,3.7500
2661973,-34.7005,3.7500
2661974,-21.7396,-12.5234
2661975,3.5833,-15.0729
2661976,27.4844,8.2500
2661977,-38.3750,30.7083
2661978,-35.2500,-29.9979
2661979,22.9471,-31.9219
2661980,42.7500,-11.8750
2661981,-50.7500,27.3542
2661982,-49.2500,24.8411
2661983,-50.7500,30.3464
2661984,41.2500,-12.6198
2661985,52.6250,-11.9870
2661986,-40.3750,30.3359
2661987,-34.9141,-29.1562
2661988,-8.3333,-30.0938
2661989,-8.3333,-30.0938
2661990,-8.8333,1.0625
2661991,61.2393,-30.3522
2661992,-70.3646,7.4792
2661993,11.7591,43.7500
2661994,-80.3958,20.7708
2661995,-80.3958,42.7721
2661996,-59.7135,20.7708
