TagId,New_U_ft,New_V_ft
2661744,-99.0833,21.8438
2661745,43.8615,3.6250
2661746,-34.3750,-1.0104
2661747,18.9583,-1.0104
2661748,25.5677,12.0000
2661749,21.7500,8.0000
2661750,28.8854,3.6250
2661751,53.3229,3.6250
2661752,55.0000,4.6875
2661753,-24.4167,8.0000
2661754,-8.0208,-1.0104
2661755,-29.1563,3.6250
2661756,-3.9375,3.6250
2661757,-42.5104,17.5000
2661758,2.0000,16.0104
2661759,56.0000,-5.4271
2661760,52.5000,16.3229
2661761,22.2188,23.5000
2661762,-46.0000,5.3979
2661763,-28.0000,16.3229
2661764,-38.0000,4.6875
2661765,-12.0000,16.6979
2661766,-90.5000,36.4896
2661767,-30.5313,-9.5000
2661768,-87.4479,38.5000
2661769,48.5417,38.5000
2661770,-5.6250,38.5000
2661771,-17.8229,8.0000
2661772,-4.1771,-9.5000
