TagId,New_U_ft,New_V_ft
2662001,-101.5625,22.7917
2662002,43.8615,3.2083
2662003,-34.3750,-1.1875
2662004,18.9583,-1.1875
2662005,25.5677,12.3542
2662006,21.7500,8.1719
2662007,28.8854,3.3281
2662008,53.3229,3.3281
2662009,55.3927,4.6875
2662010,-24.4167,8.1719
2662011,-8.0208,-1.1875
2662012,-29.1563,3.3281
2662013,-3.9375,3.3281
2662014,-42.5417,18.7917
2662015,3.0833,16.0417
2662016,57.0938,-5.4271
2662017,47.9792,16.3229
2662018,22.2188,22.5573
2662019,-45.5313,5.3979
2662020,-27.9982,16.3281
2662021,-39.5521,4.6875
2662022,-13.9740,16.6979
2662023,-90.1250,36.4896
2662024,-30.5313,-9.8073
2662025,-87.4479,43.3073
2662026,48.5417,43.3073
2662027,-5.6250,43.3073
2662028,-17.8229,8.1302
2662029,-4.1771,-9.8073
2662030,-30.5937,44.5876
2662031,-13.9271,44.5876
2662032,6.9063,44.5876
2662033,36.0729,44.5876
2662034,15.2396,44.5876
2662035,27.7396,44.5876
2662036,-74.9167,44.5876
2662037,-62.4167,44.5876
2662038,-103.8341,-2.0000
2662039,-97.9044,-11.0000
2662040,-82.2059,-2.0000
2662041,-76.2763,-11.0000
2662042,-60.5778,-2.0000
2662043,-54.6481,-11.0000
2662044,-25.5313,-30.4375
2662045,-32.0313,-30.4375
2662046,-38.4479,-30.4375
2662047,-44.9479,-30.4375
2662048,-0.0417,-31.0000
2662049,-16.6250,-31.0000
2662050,-10.7917,-31.0000
2662051,-5.8750,-31.0000
2662052,9.5417,-31.0000
2662053,14.8750,-31.0000
2662054,20.2083,-31.0000
2662055,27.9583,-31.0000
2662056,33.2917,-31.0000
2662057,38.6250,-31.0000
2662058,49.5528,-31.0000
2662059,55.8320,-31.0000
2662060,61.0371,-31.0000
2662061,66.2422,-31.0000
2662062,44.5956,-31.0000
