TagId,New_U_ft,New_V_ft
2661925,43.8615,3.2083
2661926,-34.3750,-1.1875
2661927,25.5677,12.3542
2661928,-29.1563,3.3281
2661929,21.7500,8.1719
2661930,-27.9982,16.3229
2661931,-23.8438,8.1719
2661932,-13.9740,16.6979
2661933,47.8073,6.8125
2661934,-42.5417,18.7917
2661935,3.0833,16.0417
2661936,-46.0625,42.5000
2661937,-17.8229,8.1302
2661938,22.2188,23.5573
2661939,-39.5521,4.6875
2661940,-30.5313,-12.0073
2661941,61.1264,-25.0214
2661942,11.0417,43.3073
2661943,-34.7604,43.5876
2661944,-26.4271,43.5876
2661945,-9.7604,43.5876
2661946,36.0729,43.5876
2661947,-1.4271,43.5876
2661948,27.7396,43.5876
2661949,-79.0833,44.3542
2661950,-85.7083,44.3542
2661951,-95.7500,44.3542
2661952,-73.2917,44.3542
2661953,-25.4479,-30.4375
2661954,-31.9479,-30.4375
2661955,-38.4479,-30.4375
2661956,-44.9479,-30.4375
2661957,-8.3333,-30.4167
2661958,-12.1667,-30.4167
2661959,-4.5000,-30.4167
2661960,-109.0000,9.2701
2661961,62.0000,3.2773
2661962,-107.5000,31.2292
2661963,-98.0000,30.4661
2661964,49.0000,-11.8750
2661965,-18.0000,25.6146
2661966,-47.5000,-8.4583
2661967,-113.0000,31.2292
2661968,-74.9375,40.5000
2661969,-80.2865,23.5000
2661970,43.0000,25.6146
2661971,-22.4062,7.5000
2661972,21.6068,4.0000
2661973,-34.7005,1.0000
2661974,-18.0000,-12.5234
2661975,3.5833,-15.5000
2661976,27.4844,10.5000
2661977,-37.5000,30.7083
2661978,-35.2500,-30.4167
2661979,22.9471,-31.8000
2661980,43.5000,-11.8750
2661981,-46.5000,27.3542
2661982,-52.0000,24.8411
2661983,-46.5000,30.3464
2661984,37.5000,-12.6198
2661985,53.0000,-11.9870
2661986,-37.5000,30.3359
2661987,-34.9141,-26.5000
2661988,-8.3333,-30.4167
2661989,-8.3333,-26.5000
2661990,-8.8333,4.0000
2661991,61.2393,-25.0214
2661992,-70.3646,10.5000
2661993,11.7591,40.5000
2661994,-80.3958,17.5000
2661995,-80.3958,40.0000
2661996,-59.7135,17.5000
