TagId,New_U_ft,New_V_ft
2661744,-101.5625,22.5938
2661801,43.8615,3.6667
2661802,-34.3750,-1.1875
2661803,18.9583,-1.1875
2661804,25.5677,12.3542
2661805,21.7500,8.1719
2661806,28.8854,3.3281
2661807,53.3229,3.3281
2661808,55.1771,4.6875
2661809,-24.4167,8.1719
2661810,-8.0208,-1.1875
2661811,-29.1563,3.3281
2661812,-3.9375,3.3281
2661813,-42.5104,18.4583
2661814,3.0833,16.0104
2661815,56.1667,-5.4271
2661816,46.6562,16.3229
2661817,22.2188,20.5990
2661818,-46.0313,5.3979
2661819,-28.4844,16.3229
2661820,-39.5729,4.6875
2661821,-12.0625,16.6979
2661822,-93.3490,38.7917
2661823,-30.5313,-9.5573
2661824,-87.4479,38.4063
2661825,48.5417,38.4063
2661826,-5.6250,38.4063
2661827,-17.8229,8.1719
2661828,-4.1771,-9.5573
2661829,-30.5937,44.6123
2661830,-13.9271,44.6123
2661831,6.9063,44.6123
2661832,36.0729,44.6123
2661833,15.2396,44.6123
2661834,27.7396,44.6123
2661835,-74.9167,44.6123
2661836,-62.4167,44.6123
2661837,-103.8341,-7.3187
2661838,-97.9044,-10.0208
2661839,-82.2059,-7.2841
2661840,-76.2763,-9.9862
2661841,-60.5778,-7.2495
2661842,-54.6481,-9.9517
2661843,-25.5313,-29.4375
2661844,-32.0313,-29.4375
2661845,-38.4479,-29.4375
2661846,-44.9479,-29.4375
2661847,-0.0417,-31.1146
2661848,-16.6250,-31.1146
2661849,-10.7917,-31.1146
2661850,-5.8750,-31.1146
2661851,9.5417,-31.0729
2661852,14.8750,-31.0729
2661853,20.2083,-31.0729
2661854,27.9583,-31.0729
2661855,33.2917,-31.0729
2661856,38.6250,-31.0729
2661857,49.5528,-30.3644
2661858,55.8320,-30.3644
2661859,61.0371,-30.3644
2661860,66.2422,-30.3644
2661861,44.5956,-30.3644
2662064,72.6514,3.2773
2662065,-108.0000,31.2292
2662066,-99.1250,30.4661
2662067,-18.7604,25.6146
2662068,-112.5000,31.2292
2662069,-74.9375,40.6979
2662070,72.6514,-14.6716
2662071,42.7396,25.6146
2662072,-18.7604,-12.3021
2662073,5.0729,-13.5703
2662074,42.7500,-8.8750
2662075,-22.1823,7.7500
2662076,-4.4505,1.2500
2662077,30.0141,7.7500
2662078,49.1250,-8.8750
2662079,-38.3750,30.7083
2662080,-47.7500,30.3464
2662081,-37.7448,30.3359
2662082,-51.3802,30.3359
2662083,42.0198,-8.8750
2662084,49.6250,-8.8750
2662085,-48.0312,-16.7422
2662086,-47.5313,4.9697
2662087,-34.9141,-26.6229
2662088,-8.0833,-28.5625
2662089,22.4219,-28.5208
2662090,55.7961,-26.7534
2662091,11.7591,40.6979
2662092,-109.4479,9.2701
