TagId,New_U_ft,New_V_ft
2661788,44.3615,1.4375
2661790,-34.2604,43.1030
2661791,-110.4323,9.7701
2661792,-110.4323,11.2701
2661793,-105.0625,45.2500
2661794,67.9207,5.2773
2661795,-108.6771,33.2292
2661796,-99.6250,32.4661
2661797,-105.3125,21.2083
2661798,5.5000,24.0286
2661799,52.6250,-11.3750
2661800,-19.7500,27.6146
2661801,42.8083,-31.1770
2661802,46.4375,-27.1250
2661803,43.6514,-29.0979
2661804,-49.1406,-9.4583
2661805,-110.5000,33.2292
2661806,-74.4375,44.2240
2661807,5.5833,35.6563
2661808,-0.8568,21.2917
2661809,-89.8073,24.1484
2661810,-56.9010,38.2240
2661811,-64.7500,30.3073
2661812,-79.7865,27.2448
2661813,-69.8177,29.0964
2661814,-67.2839,30.7448
2661815,41.7500,27.6146
2661816,-21.9062,11.0052
2661817,22.1068,4.4948
2661818,-34.2005,4.4948
2661819,-19.7500,-13.5234
2661820,5.5833,-13.2891
2661821,27.9844,11.0052
2661822,-0.5833,29.5417
2661823,-5.1667,25.0964
2661824,-90.3750,31.9583
2661825,-95.0000,35.8750
2661826,-94.7917,27.6250
2661827,-42.5260,-2.9635
2661828,-41.2917,-8.0781
2661829,-29.9818,-12.0573
2661830,-28.1302,-4.3151
2661831,-42.5260,-12.8906
2661832,-29.9323,-5.4635
2661833,-26.9948,-12.8906
2661834,-31.7344,-10.9635
2661835,-39.9740,-6.0365
2661836,-27.0469,-2.9635
2661837,34.6927,14.9635
2661838,33.4583,20.0781
2661839,22.7708,24.0573
2661840,20.2969,16.2161
2661841,34.6927,24.8906
2661842,23.9010,16.2656
2661843,22.0990,17.2656
2661844,19.1615,24.8906
2661845,23.7917,21.2760
2661846,32.1406,17.9635
2661847,19.2135,14.9635
2661848,52.0313,6.1901
2661849,-29.3958,13.1901
2661850,-33.0365,20.5625
2661851,-26.9010,21.9115
2661852,-37.2917,17.4635
2661853,-37.2917,14.0573
2661854,-14.7656,18.2318
2661855,-13.1979,13.3776
2661856,-14.3802,15.5469
2661857,-10.2552,20.9167
2661858,-4.4896,15.7474
2661859,-6.1198,17.4115
2661860,48.3073,8.0052
2661861,-48.7500,41.9870
2661862,-39.3750,32.7083
2661863,-44.1276,21.2083
2661864,8.5052,14.0417
2661865,9.6719,20.6276
2661866,8.5443,20.7083
2661867,6.8359,25.4583
2661868,-38.9688,15.7917
2661869,-45.1094,12.5365
2661870,-47.1250,10.9531
2661871,-104.3333,45.2500
2661872,-34.7500,-29.5864
2661873,-44.0625,45.2500
2661874,-44.0833,45.2500
2661875,-78.2812,37.6198
2661876,23.4471,-31.3281
2661877,42.2500,-11.3750
2661878,5.5833,14.2474
2661879,-99.6250,44.4740
2661880,-48.7500,29.3542
2661881,-57.2656,30.2057
2661882,-61.1589,22.3906
2661883,-61.0078,30.1302
2661884,-94.8021,20.6875
2661885,-89.9792,15.8802
2661886,-49.9271,26.8411
2661887,-48.7500,32.3464
2661888,-49.7708,-28.7125
2661889,-49.6771,-29.6750
2661890,-28.2292,-9.2786
2661891,20.3958,21.1797
2661892,24.9427,23.0182
2661893,24.4219,20.5729
2661894,24.4688,21.9792
2661895,25.0521,21.2292
2661896,22.0938,21.7708
2661897,-48.7500,44.9792
2661898,-39.3750,44.9792
2661899,41.7604,-29.3385
2661900,46.4375,4.3750
