TagId,New_U_ft,New_V_ft
2661795,-98.6875,20.0000
2661796,55.9740,40.5000
2661797,-67.4896,30.5000
2661798,-63.3385,40.7500
2661799,-91.9583,11.5000
2661800,-8.3125,17.5000
2661801,-22.8854,40.5000
2661802,-17.7812,40.5000
2661803,1.8385,40.5000
2661804,34.6979,33.5000
2661805,-46.0625,42.5000
2661806,-59.2448,23.5000
2661807,-59.2448,33.0000
2661808,-53.5000,32.3177
2661809,-95.7604,14.5000
2661810,-1.5000,35.8065
2661811,-30.0000,26.0677
2661812,-30.0000,30.3490
2661813,30.4167,33.5000
2661814,44.7500,31.9896
2661815,44.7500,36.2708
2661816,-11.0000,16.6771
2661817,-11.0000,5.4792
2661818,-35.2396,-25.5000
2661819,-13.5000,-28.4714
2661820,-17.4063,-32.7500
2661821,0.7385,-32.7500
2661822,2.0000,15.9271
2661823,61.1264,-25.0000
2661824,14.9167,-32.7500
2661825,33.2500,-32.7500
2661826,45.6667,-25.0000
2661827,47.7500,-21.5625
2661828,57.9063,40.5000
2661829,72.6514,3.2773
2661830,55.6288,-32.6478
2661831,-108.0000,31.2292
2661832,42.7500,-14.0667
2661833,-98.6250,30.4661
2661834,42.7396,22.5495
2661835,-21.7396,4.0636
2661836,-18.0495,37.8281
2661837,22.2914,43.7500
2661838,0.7159,39.7500
2661839,50.6250,-10.0000
2661840,-48.0312,-8.4583
2661841,-112.5000,31.2292
2661842,-74.9375,43.7500
2661843,-70.0599,10.5000
2661844,-80.2865,26.5000
2661845,51.5922,43.7500
2661846,-47.2500,30.9792
2661847,-37.8750,30.9792
2661848,42.7500,-14.5000
2661849,-52.0000,30.0000
2661850,38.5000,-12.6849
2661851,52.7500,-11.8750
2661852,-34.4104,-25.5000
2661853,-25.0000,-28.1229
2661854,-71.8281,-32.7500
2661855,-71.7812,-6.5000
2661856,-101.5000,-18.5833
2661857,-13.0000,-28.7240
2661858,2.0000,-28.6875
2661859,5.5833,-4.3818
2661860,-70.3646,7.5000
2661861,51.5269,43.7500
2661862,14.0031,-4.5000
