TagId,New_U_ft,New_V_ft
2661888,-101.5625,23.8958
2661889,43.8927,3.2083
2661890,-34.3750,-1.1875
2661891,18.9583,-1.1875
2661892,25.5677,12.3542
2661893,21.7500,8.1719
2661894,28.8854,3.3281
2661895,53.3229,3.3281
2661896,57.6688,7.0000
2661897,-24.4167,8.1719
2661898,-8.0208,-1.1875
2661899,-29.1563,3.3281
2661900,-3.9375,3.3281
2661901,-42.5104,18.0000
2661902,3.0833,16.0417
2661903,57.0000,-5.4271
2661904,49.4792,18.5000
2661905,22.2188,21.0000
2661906,-45.5000,5.3979
2661907,-28.0000,16.3229
2661908,-39.5521,4.6875
2661909,-12.0000,16.6979
2661910,-90.5000,36.4896
2661911,-30.5313,-12.4000
2661912,-87.4479,43.3073
2661913,48.5417,43.3073
2661914,-5.6250,43.3073
2661915,-17.8229,8.1719
2661916,-4.1771,-12.4000
2661917,-30.5937,44.5876
2661918,-13.9271,44.5876
2661919,6.9063,44.5876
2661920,36.0729,44.5876
2661921,15.2396,44.5876
2661922,27.7396,44.5876
2661923,-74.9167,44.5876
2661924,-62.4167,44.5876
2661925,-103.8341,-3.0000
2661926,-97.9044,-3.0000
2661927,-82.2059,-3.0000
2661928,-76.2763,-3.0000
2661929,-60.5778,-3.0000
2661930,-54.6481,-3.0000
2661931,-25.5313,-30.4375
2661932,-32.0313,-30.4375
2661933,-38.4479,-30.4375
2661934,-44.9479,-30.4375
2661935,-0.0417,-31.5000
2661936,-16.6250,-31.5000
2661937,-10.7917,-31.5000
2661938,-5.8750,-31.5000
2661939,9.5417,-31.5000
2661940,14.8750,-31.5000
2661941,20.2083,-31.5000
2661942,27.9583,-31.5000
2661943,33.2917,-31.5000
2661944,38.6250,-31.5000
2661945,44.5956,-31.2000
2661946,49.5528,-31.2000
2661947,55.8320,-31.2000
2661948,61.0371,-31.2000
2661949,66.2422,-31.2000
2662152,72.5000,3.2773
2662153,-107.5000,31.2292
2662154,-98.0000,38.0000
2662155,-16.5000,38.0000
2662156,-112.5000,31.2292
2662157,-74.9375,44.5876
2662158,72.5000,-14.6716
2662159,45.0000,38.0000
2662160,-16.5000,-12.3021
2662161,7.5000,-13.5703
2662162,45.0000,-15.0000
2662163,-33.0000,5.6500
2662164,-15.0000,5.6500
2662165,45.0000,5.6500
2662166,53.5000,-15.0000
2662167,-35.5000,38.0000
2662168,-52.5000,38.0000
2662169,-35.5000,28.0000
2662170,-52.5000,30.5000
2662171,38.0000,-15.0000
2662172,53.5000,-5.0000
2662173,-47.5000,-16.7422
2662174,-47.0000,4.9697
2662175,-29.0000,-25.5000
2662176,-8.0833,-31.5000
2662177,22.4219,-31.5000
2662178,55.7961,-31.5000
2662179,11.7591,44.5876
2662180,-109.0000,9.2701
2662181,7.5000,35.1563
2662182,55.0000,5.6500
2662183,62.1235,-5.5000
2662184,-80.0826,-2.0000
2662185,-101.7107,-2.0000
2662186,-58.4544,-2.0000
2662187,-101.2736,-2.0000
2662188,-89.0000,-3.3457
2662189,-79.6455,-2.0000
2662190,-67.5000,-3.3111
2662191,-58.2674,-2.0000
