TagId,New_U_ft,New_V_ft
2662155,-98.6875,22.6563
2662156,55.9740,39.7188
2662157,-67.4896,29.6146
2662158,-63.3385,41.7188
2662159,-91.9583,14.6042
2662160,-8.3125,23.4583
2662161,-22.8854,40.7396
2662162,-17.7812,40.7396
2662163,1.8385,41.7969
2662164,34.6979,38.9427
2662165,-46.0625,42.5000
2662166,-59.2448,25.9896
2662167,-59.2448,30.2708
2662168,-56.1250,32.3177
2662169,-95.7604,18.0833
2662170,-4.2500,38.8065
2662171,-33.3906,26.0677
2662172,-33.3906,30.3490
2662173,30.4167,38.9427
2662174,47.9844,31.9896
2662175,47.9844,36.2708
2662176,-14.0365,16.6771
2662177,-14.0365,5.4792
2662178,-35.2396,-25.5916
2662179,-8.4089,-26.4714
2662180,-17.4063,-26.1094
2662181,0.7385,-26.1094
2662182,5.0208,15.9271
2662183,61.1264,-22.9225
2662184,14.9167,-26.5573
2662185,33.2500,-26.5573
2662186,45.6667,-25.3854
2662187,43.8021,-18.5625
2662188,57.9063,40.5000
2662189,-108.5000,9.2701
2662190,69.5000,3.2773
2662191,55.6288,-26.6317
2662192,-107.5000,31.2292
2662193,42.5000,-14.0667
2662194,-97.5000,30.4661
2662195,43.5000,22.5495
2662196,-17.7500,4.0636
2662197,-18.0495,38.5000
2662198,22.2914,44.2500
2662199,0.7159,44.2500
2662200,52.5000,-11.8750
2662201,-46.7500,-8.4583
2662202,-108.7500,31.2292
2662203,-74.9375,44.2500
2662204,-70.0599,11.0729
2662205,-80.2865,27.0000
2662206,33.0339,36.5000
2662207,51.5922,44.2500
2662208,-46.5000,30.9792
2662209,-37.7500,30.9792
2662210,-37.7500,27.7292
2662211,43.0000,-11.8750
2662212,-46.7500,27.3542
2662213,-52.0000,24.7526
2662214,38.0000,-12.6849
2662215,53.0000,-11.8750
2662216,-37.0000,27.3750
2662217,-34.4104,-25.5000
2662218,-35.2500,-25.5000
2662219,-71.8281,-26.5000
2662220,-71.7812,-5.7500
2662221,-97.5000,-18.5833
2662222,-8.3333,-26.0000
2662223,-8.3333,-26.5000
2662224,6.0833,-4.3818
2662225,-70.3646,11.0000
2662226,51.5269,44.2500
2662227,14.0031,-4.5000
