TagId,New_U_ft,New_V_ft
2661744,-101.5625,22.5938
2661745,43.8615,3.2083
2661746,52.6094,8.1719
2661747,25.5677,12.3542
2661748,21.7500,8.1719
2661749,-23.8750,8.1719
2661750,-42.5104,18.7917
2661751,3.0833,16.0417
2661752,49.4792,18.0729
2661753,-31.5538,-3.0000
2661754,17.4984,0.5000
2661755,62.6181,-3.5000
2661756,-9.4479,16.5000
2661757,22.2188,22.5573
2661758,-30.8750,16.3229
2661759,-38.0208,4.2000
2661760,-44.3021,3.7500
2661761,-93.3490,36.4896
2661762,-30.6250,43.3073
2661763,27.7083,43.3073
2661764,-13.9271,43.5938
2661765,-5.5937,43.5938
2661766,6.9063,43.5938
2661767,15.2396,43.5938
2661768,48.5729,43.5938
2661769,56.9062,43.5938
2661770,-74.9167,43.5938
2661771,-62.4167,43.5938
2661772,-83.2500,43.5938
2661773,-97.0659,-3.5000
2661774,-102.9955,-0.7500
2661775,-38.0693,-1.0000
2661776,30.5895,-2.0000
2661777,-75.4377,-3.5000
2661778,-81.3673,-0.7500
2661779,-53.8096,-3.5000
2661780,-59.7392,-0.7500
2661781,0.4167,-31.0000
2661782,-3.9167,-31.0000
2661783,-12.7500,-31.0000
2661784,-17.0833,-31.0000
