TagId,New_U_ft,New_V_ft
2661795,-98.6875,19.4583
2661796,55.9740,40.9688
2661797,-67.4896,29.7448
2661798,-63.3385,36.2708
2661799,-91.9583,11.4583
2661800,-8.3125,17.3958
2661801,-22.8854,34.9896
2661802,-17.7812,34.9896
2661803,1.8385,35.9896
2661804,34.6979,33.5104
2661805,-46.0625,42.4063
2661806,-59.2448,23.5833
2661807,-59.2448,33.0833
2661808,-58.8750,32.3177
2661809,-95.7604,14.7083
2661810,-4.2500,33.0000
2661811,-33.3906,23.6510
2661812,-33.3906,32.7917
2661813,30.4167,33.5104
2661814,45.4844,31.9896
2661815,45.4844,36.2708
2661816,-14.0365,19.0833
2661817,-14.0365,7.8854
2661818,-35.2396,-25.0000
2661819,-8.4089,-25.5000
2661820,-17.4063,-32.6667
2661821,0.7385,-32.6667
2661822,2.0833,15.9271
2661823,61.1264,-24.2500
2661824,14.9167,-32.3854
2661825,33.2500,-32.3854
2661826,45.6667,-25.0625
2661827,43.8021,-18.7917
2661828,57.9063,40.2500
2661829,69.0000,3.2773
2661830,42.5000,-14.0667
2661831,42.7396,22.5495
2661832,-18.7604,4.0636
2661833,-18.0495,34.7760
2661834,22.2914,40.6979
2661835,0.7159,40.0000
2661836,-50.8906,-8.4583
2661837,-74.9375,40.6979
2661838,-70.0599,7.5729
2661839,-71.8281,-27.7813
2661840,-71.7812,-7.0833
2661841,5.5729,-4.3818
2661842,-70.3646,7.4792
