TagId,New_U_ft,New_V_ft
2661795,-98.6875,20.7083
2661796,55.9740,39.4688
2661797,-67.4896,27.5417
2661798,-63.3385,37.7188
2661799,-91.9583,12.8542
2661800,-8.3125,21.1458
2661801,-22.8854,38.2396
2661802,-17.7812,38.2396
2661803,1.8385,39.2969
2661804,34.6979,36.4427
2661805,-46.0625,42.5000
2661806,-59.2448,26.4896
2661807,-59.2448,30.7708
2661808,-56.1250,32.8177
2661809,-95.7604,17.7083
2661810,-4.2500,36.3065
2661811,-33.3906,26.5677
2661812,-33.3906,30.8490
2661813,30.4167,36.4427
2661814,48.4844,31.9896
2661815,48.4844,36.2708
2661816,-13.5365,17.1771
2661817,-13.5365,5.9792
2661818,-35.2396,-26.5916
2661819,-8.4089,-27.4714
2661820,-17.4063,-30.6094
2661821,0.7385,-30.6094
2661822,5.0208,16.4271
2661823,61.1264,-26.4225
2661824,14.9167,-29.0573
2661825,33.2500,-29.0573
2661826,45.6667,-26.8854
2661827,43.8021,-21.0625
2661828,57.9063,42.9740
