TagId,New_U_ft,New_V_ft
2661736,43.8615,3.2083
2661737,-34.3750,-1.1875
2661738,25.5677,12.3542
2661739,-29.1563,3.3281
2661740,21.7500,8.1719
2661741,-28.0521,16.3229
2661742,-23.8438,8.1719
2661743,-13.9740,16.6979
2661744,47.8073,6.8125
2661745,-42.5104,18.7917
2661746,3.0833,16.0104
2661747,-46.0625,42.5000
2661748,-17.8229,8.1302
2661749,22.2188,20.8073
2661750,-39.5521,4.6875
2661751,-30.5313,-9.8073
2661752,61.1264,-25.4225
2661753,11.0417,43.3073
2661754,-34.7604,44.5876
2661755,-26.4271,44.5876
2661756,-9.7604,44.5876
2661757,36.0729,44.5876
2661758,-1.4271,44.5876
2661759,27.7396,44.5876
2661760,-79.0833,44.3542
2661761,-85.7083,44.3542
2661762,-95.7500,44.3542
2661763,-73.2917,44.3542
2661764,-25.4479,-30.4375
2661765,-31.9479,-30.4375
2661766,-38.4479,-30.4375
2661767,-44.9479,-30.4375
2661768,-8.3333,-30.4167
2661769,-12.1667,-30.4167
2661770,-4.5000,-30.4167
2661771,-109.3646,9.2701
2661772,69.4840,3.2773
2661773,-108.0000,31.2292
2661774,-98.6250,30.4661
2661775,49.1250,-11.8750
2661776,-18.7604,25.6146
2661777,-48.0312,-8.4583
2661778,-112.5000,31.2292
2661779,-74.9375,44.2240
2661780,-80.2865,23.7448
2661781,42.7396,25.6146
2661782,-22.4062,7.5052
2661783,21.6068,4.2500
2661784,-34.7005,4.2500
2661785,-18.7604,-12.5234
2661786,3.5833,-15.2891
2661787,27.4844,7.5052
2661788,-37.8750,30.7083
2661789,-35.2500,-26.6750
2661790,22.9471,-28.5521
2661791,42.7500,-11.8750
2661792,-47.2500,27.3542
2661793,-52.1042,24.8411
2661794,-47.2500,30.3464
2661795,38.4896,-12.6198
2661796,52.7552,-11.9870
2661797,-37.6146,30.3359
2661798,-34.9141,-26.3802
2661799,-8.3333,-26.8542
2661800,-8.3333,-26.6875
2661801,-8.8333,4.4375
2661802,61.2393,-24.7071
2661803,-70.3646,7.4792
2661804,11.7591,44.2240
2661805,-80.3958,17.7083
2661806,-80.3958,43.0019
2661807,-59.7135,17.7083
