TagId,New_U_ft,New_V_ft
2661161,43.8615,1.5000
2661162,-34.3750,-2.0208
2661163,25.5677,13.0208
2661164,-29.1563,2.4948
2661165,21.7500,9.0052
2661166,-31.3750,16.3229
2661167,-23.8438,9.0052
2661168,-13.7865,16.6979
2661169,46.3281,7.8125
2661170,-42.5104,21.6458
2661171,5.0208,16.0104
2661172,-46.0625,45.7188
2661173,-17.8229,9.4844
2661175,-41.0729,4.6875
2661177,11.0417,39.9740
2661199,-109.1771,31.2292
2661204,-20.2500,25.6146
2661208,-49.6406,-8.4583
2661210,3.5833,35.1563
2661213,41.2500,25.6146
2661215,21.6068,3.5000
2661217,-20.2500,-12.5234
2661218,3.5833,-13.7891
2661219,27.4844,9.0052
2661244,51.0313,5.6901
2661254,-4.9896,13.7474
2661255,-6.6198,15.4115
2661256,-34.7604,44.5000
2661257,-26.4271,44.5000
2661258,-9.7604,44.5000
2661259,36.0729,44.5000
2661260,-1.4271,44.5000
2661261,27.7396,44.5000
2661262,47.8073,6.0052
2661263,-79.0833,44.5000
2661264,-85.7083,44.5000
2661273,-45.6094,10.5365
2661277,-44.5833,45.2500
2661280,3.5833,13.7474
2661283,-95.3021,17.6875
2661284,-90.4792,13.8802
2661285,-95.7500,44.5000
2661288,-73.2917,44.5000
2661303,40.1198,-12.6198
2661305,-54.6771,40.8438
2661306,-58.9271,40.9453
2661313,-39.5938,5.7500
2661318,-39.2448,30.3359
2661324,-48.8895,18.0781
2661328,9.2240,11.1458
2661332,42.0833,34.2057
2661335,-34.9141,-27.8000
2661336,-25.4479,-26.1042
2661337,-31.9479,-26.1042
2661338,-38.4479,-26.1042
2661339,-44.9479,-26.1042
2661348,-8.3333,-26.2500
2661349,-12.1667,-26.2500
2661350,-4.5000,-26.2500
2661380,65.4237,3.3229
2661179,-104.8125,30.7292
2661180,45.9375,-8.8750
2661181,-44.5625,31.2292
2661182,-95.4583,29.7500
2661183,-1.0833,23.4167
2661187,-8.3333,-13.1875
2661190,22.2865,5.0599
2661191,-34.8854,-6.8823
2661192,-29.9271,25.4792
2661193,-8.3333,25.4792
2661194,22.4167,25.4792
2661195,-70.3281,22.5990
