TagId,New_U_ft,New_V_ft
2662075,43.8615,3.2083
2662076,-34.3750,-1.1875
2662077,25.5677,12.3542
2662078,-29.1563,3.3281
2662079,21.7500,8.1719
2662080,-28.0521,16.3229
2662081,-23.8438,8.1719
2662082,-13.9740,16.6979
2662083,47.8073,6.8125
2662084,-42.5104,18.7917
2662085,3.0833,16.0104
2662086,-46.0625,42.5000
2662087,-17.8229,8.1302
2662089,-39.5521,4.6875
2662092,11.0417,43.3073
2662110,-34.7604,44.5876
2662111,-26.4271,44.5876
2662112,-9.7604,44.5876
2662113,36.0729,44.5876
2662114,-1.4271,44.5876
2662115,27.7396,44.5876
2662116,-79.0833,44.3542
2662117,-85.7083,44.3542
2662118,-95.7500,44.3542
2662119,-73.2917,44.3542
2662120,-25.4479,-30.4375
2662121,-31.9479,-30.4375
2662122,-38.4479,-30.4375
2662123,-44.9479,-30.4375
2662124,-8.3333,-30.4167
2662125,-12.1667,-30.4167
2662126,-4.5000,-30.4167
2662129,-108.0000,31.2292
2662131,52.1250,-11.8750
2662132,-16.2500,25.6146
2662133,-45.6406,-8.4583
2662137,45.2500,25.6146
2662139,21.6068,4.0000
2662140,-34.7005,4.0000
2662141,-16.2500,-12.5234
2662142,7.5833,-13.7891
2662149,-52.0000,24.8411
2662151,36.1198,-12.6198
2662152,52.7552,-11.9870
2662153,-35.2448,30.3359
2662154,-28.4688,-23.8802
2662159,-70.3646,10.5000
2662174,-101.6250,30.4661
2662347,7.5833,35.1563
2662358,55.0313,5.6901
2662361,-0.9896,13.7474
2662366,-41.6094,10.5365
2662369,-0.4167,13.7474
2662373,-94.9420,22.6875
2662374,-86.4792,13.8802
2662380,-54.6771,40.8438
2662386,-97.8490,38.3464
2662393,-47.1409,18.5781
2662399,46.0833,34.2057
2662503,-43.5938,7.6391
2662559,64.9206,4.5000
2662650,13.2240,11.1458
