TagId,New_U_ft,New_V_ft
2661788,44.3615,1.4375
2661790,-34.2604,43.1030
2661791,-110.4323,9.7701
2661995,44.3615,-0.5625
2661996,-33.8750,-3.0417
2661997,26.0677,15.0417
2661998,-28.6563,1.5156
2661999,22.2500,10.9844
2662000,-30.8750,16.8229
2662001,-23.3438,10.9844
2662002,-13.2865,17.1979
2662003,46.8281,7.3125
2662004,-42.0104,21.1458
2662005,5.5208,16.5104
2662006,-45.5625,45.2188
2662007,-17.3229,10.9844
2662008,22.7188,23.8073
2662009,-40.5729,5.1875
2662010,-30.0313,-10.5573
2662011,61.6264,-25.1725
2662012,11.5417,41.4740
