TagId,New_U_ft,New_V_ft
2661795,-98.6875,20.4583
2661796,55.9740,37.2188
2661797,-67.4896,29.7917
2661798,-63.3385,37.2708
2661799,-91.9583,12.4375
2661800,-8.3125,21.5625
2661801,-22.8854,36.2917
2661802,-17.7812,36.2917
2661803,1.8385,37.2917
2661804,34.6979,37.4167
2661805,-46.0625,42.4167
2661806,-58.7448,25.9896
2661807,-58.7448,30.2708
2661808,-58.0000,32.3177
2661809,-95.7604,15.7500
2661810,-4.2500,37.4167
2661811,-30.0000,26.0677
2661812,-30.0000,30.3490
2661813,30.4167,37.4167
2661814,46.0000,31.9896
2661815,46.0000,36.2708
2661816,-14.0365,18.4583
2661817,-14.0365,7.2500
2661818,-35.2396,-26.0833
2661819,-8.4089,-26.7500
2661820,-17.4063,-32.4167
2661821,0.7385,-32.4167
2661822,5.0208,17.5833
2661823,61.1264,-25.2500
2661824,14.9167,-31.6250
2661825,33.2500,-31.6250
2661826,45.6667,-25.5000
2661827,43.8021,-19.7500
2661828,57.9063,43.5833
