TagId,New_U_ft,New_V_ft
2661786,43.8615,3.6875
2661787,-34.3750,-1.1875
2661788,25.5677,12.3542
2661789,-29.1563,3.3281
2661790,21.7500,8.1719
2661791,-27.9982,16.3281
2661792,-23.8438,8.1719
2661793,-13.9740,16.6979
2661794,47.8073,6.8125
2661795,-42.5417,18.7917
2661796,3.0833,16.0417
2661797,-46.0626,42.5000
2661798,-17.8229,8.1302
2661799,22.2188,23.5573
2661800,-39.5521,4.6875
2661801,-30.5313,-9.5573
2661802,61.1264,-23.4714
2661803,11.0729,43.3073
2661821,-34.7604,43.5876
2661822,-26.4271,44.5833
2661823,-9.7604,44.5833
2661824,36.0729,44.5833
2661825,-1.4271,44.5833
2661826,27.7396,44.5833
2661827,-79.0833,44.3542
2661828,-85.7083,44.3542
2661829,-95.7500,44.3542
2661830,-73.2917,44.3542
2661831,-25.4479,-30.4375
2661832,-31.9479,-30.4375
2661833,-38.4479,-30.4375
2661834,-44.9479,-30.4375
2661835,-8.3333,-30.4167
2661836,-12.1667,-30.4167
2661837,-4.5000,-30.4167
2661838,-113.5000,9.2701
2661839,-105.5625,45.2500
